Date,Line,Type,Gate,TTI Status
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,42G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,22G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
6/1/2020,MSC,45G1,USLAX,DUAL
